
##### Table #####,AbilityDrop
groupId,abilityId,type,weight
19 (古魯幼獸),2 (集結向心力Ⅰ),Speciality,1000
19 (古魯幼獸),5 (飛毛腿Ⅰ),Speciality,600
19 (古魯幼獸),9 (依存後衛Ⅰ),Speciality,2100
19 (古魯幼獸),10 (前線小隊Ⅰ),Speciality,2100
19 (古魯幼獸),14 (圖騰塔夫Ⅰ),Speciality,4800
20 (古魯幼獸),2 (集結向心力Ⅰ),Speciality,1000
20 (古魯幼獸),5 (飛毛腿Ⅰ),Speciality,600
20 (古魯幼獸),9 (依存後衛Ⅰ),Speciality,2100
20 (古魯幼獸),10 (前線小隊Ⅰ),Speciality,2100
20 (古魯幼獸),14 (圖騰塔夫Ⅰ),Speciality,4800
21 (銳耳猴),3 (靈巧),Skill,10000
22 (銳耳猴),1 (弱化),Skill,10000
23 (銳耳猴),2 (集結向心力Ⅰ),Speciality,1000
23 (銳耳猴),6 (經驗豐富Ⅰ),Speciality,600
23 (銳耳猴),7 (依存前線Ⅰ),Speciality,2100
23 (銳耳猴),11 (中鋒小隊Ⅰ),Speciality,2100
23 (銳耳猴),15 (啼林谷Ⅰ),Speciality,4800
24 (銳耳猴),20 (集結向心力Ⅱ),Speciality,1000
24 (銳耳猴),24 (經驗豐富Ⅱ),Speciality,600
24 (銳耳猴),25 (依存前線Ⅱ),Speciality,2100
24 (銳耳猴),29 (中鋒小隊Ⅱ),Speciality,2100
24 (銳耳猴),33 (啼林谷Ⅱ),Speciality,4800
25 (穢羽蟲),1 (弱化),Skill,10000
26 (穢羽蟲),8 (暈眩),Skill,10000
27 (穢羽蟲),2 (集結向心力Ⅰ),Speciality,1000
27 (穢羽蟲),5 (飛毛腿Ⅰ),Speciality,600
27 (穢羽蟲),8 (依存中鋒Ⅰ),Speciality,2100
27 (穢羽蟲),12 (後衛小隊Ⅰ),Speciality,2100
27 (穢羽蟲),16 (亞特拉斯Ⅰ),Speciality,4800
28 (穢羽蟲),20 (集結向心力Ⅱ),Speciality,1000
28 (穢羽蟲),23 (飛毛腿Ⅱ),Speciality,600
28 (穢羽蟲),26 (依存中鋒Ⅱ),Speciality,2100
28 (穢羽蟲),30 (後衛小隊Ⅱ),Speciality,2100
28 (穢羽蟲),34 (亞特拉斯Ⅱ),Speciality,4800
29 (炎尾蜥),6 (搜索),Skill,10000
30 (炎尾蜥),7 (毒擊),Skill,10000
31 (炎尾蜥),2 (集結向心力Ⅰ),Speciality,1000
31 (炎尾蜥),6 (經驗豐富Ⅰ),Speciality,600
31 (炎尾蜥),7 (依存前線Ⅰ),Speciality,2100
31 (炎尾蜥),11 (中鋒小隊Ⅰ),Speciality,2100
31 (炎尾蜥),18 (彭列瓦Ⅰ),Speciality,4800
32 (炎尾蜥),2 (集結向心力Ⅰ),Speciality,1000
32 (炎尾蜥),6 (經驗豐富Ⅰ),Speciality,600
32 (炎尾蜥),7 (依存前線Ⅰ),Speciality,2100
32 (炎尾蜥),11 (中鋒小隊Ⅰ),Speciality,2100
32 (炎尾蜥),18 (彭列瓦Ⅰ),Speciality,4800
33 (瑟爾潘),8 (暈眩),Skill,10000
34 (瑟爾潘),2 (撕裂),Skill,10000
35 (瑟爾潘),2 (集結向心力Ⅰ),Speciality,1000
35 (瑟爾潘),5 (飛毛腿Ⅰ),Speciality,600
35 (瑟爾潘),9 (依存後衛Ⅰ),Speciality,2100
35 (瑟爾潘),10 (前線小隊Ⅰ),Speciality,2100
35 (瑟爾潘),18 (彭列瓦Ⅰ),Speciality,4800
36 (瑟爾潘),20 (集結向心力Ⅱ),Speciality,1000
36 (瑟爾潘),23 (飛毛腿Ⅱ),Speciality,600
36 (瑟爾潘),27 (依存後衛Ⅱ),Speciality,2100
36 (瑟爾潘),28 (前線小隊Ⅱ),Speciality,2100
36 (瑟爾潘),36 (彭列瓦Ⅱ),Speciality,4800
37 (小偷鋼盔),2 (撕裂),Skill,10000
38 (小偷鋼盔),6 (搜索),Skill,10000
39 (小偷鋼盔),2 (集結向心力Ⅰ),Speciality,1000
39 (小偷鋼盔),6 (經驗豐富Ⅰ),Speciality,600
39 (小偷鋼盔),8 (依存中鋒Ⅰ),Speciality,2100
39 (小偷鋼盔),12 (後衛小隊Ⅰ),Speciality,2100
39 (小偷鋼盔),14 (圖騰塔夫Ⅰ),Speciality,4800
40 (小偷鋼盔),2 (集結向心力Ⅰ),Speciality,1000
40 (小偷鋼盔),6 (經驗豐富Ⅰ),Speciality,600
40 (小偷鋼盔),8 (依存中鋒Ⅰ),Speciality,2100
40 (小偷鋼盔),12 (後衛小隊Ⅰ),Speciality,2100
40 (小偷鋼盔),14 (圖騰塔夫Ⅰ),Speciality,4800
41 (綠藻球),6 (搜索),Skill,10000
42 (綠藻球),4 (再生),Skill,10000
43 (綠藻球),2 (集結向心力Ⅰ),Speciality,1000
43 (綠藻球),5 (飛毛腿Ⅰ),Speciality,600
43 (綠藻球),9 (依存後衛Ⅰ),Speciality,2100
43 (綠藻球),10 (前線小隊Ⅰ),Speciality,2100
43 (綠藻球),13 (晴空草原Ⅰ),Speciality,4800
44 (綠藻球),20 (集結向心力Ⅱ),Speciality,1000
44 (綠藻球),23 (飛毛腿Ⅱ),Speciality,600
44 (綠藻球),27 (依存後衛Ⅱ),Speciality,2100
44 (綠藻球),28 (前線小隊Ⅱ),Speciality,2100
44 (綠藻球),31 (晴空草原Ⅱ),Speciality,4800
45 (骸蝠),4 (再生),Skill,10000
46 (骸蝠),3 (靈巧),Skill,10000
47 (骸蝠),2 (集結向心力Ⅰ),Speciality,1000
47 (骸蝠),6 (經驗豐富Ⅰ),Speciality,600
47 (骸蝠),7 (依存前線Ⅰ),Speciality,2100
47 (骸蝠),11 (中鋒小隊Ⅰ),Speciality,2100
47 (骸蝠),14 (圖騰塔夫Ⅰ),Speciality,4800
48 (骸蝠),20 (集結向心力Ⅱ),Speciality,1000
48 (骸蝠),24 (經驗豐富Ⅱ),Speciality,600
48 (骸蝠),25 (依存前線Ⅱ),Speciality,2100
48 (骸蝠),29 (中鋒小隊Ⅱ),Speciality,2100
48 (骸蝠),32 (圖騰塔夫Ⅱ),Speciality,4800
49 (野生小蛙鱷),3 (靈巧),Skill,10000
50 (野生小蛙鱷),8 (暈眩),Skill,10000
51 (野生小蛙鱷),2 (集結向心力Ⅰ),Speciality,1000
51 (野生小蛙鱷),5 (飛毛腿Ⅰ),Speciality,600
51 (野生小蛙鱷),8 (依存中鋒Ⅰ),Speciality,2100
51 (野生小蛙鱷),12 (後衛小隊Ⅰ),Speciality,2100
51 (野生小蛙鱷),17 (楓湖畔Ⅰ),Speciality,4800
52 (野生小蛙鱷),2 (集結向心力Ⅰ),Speciality,1000
52 (野生小蛙鱷),5 (飛毛腿Ⅰ),Speciality,600
52 (野生小蛙鱷),8 (依存中鋒Ⅰ),Speciality,2100
52 (野生小蛙鱷),12 (後衛小隊Ⅰ),Speciality,2100
52 (野生小蛙鱷),17 (楓湖畔Ⅰ),Speciality,4800
53 (鴨狸趴趴),8 (暈眩),Skill,10000
54 (鴨狸趴趴),9 (嘲諷),Skill,10000
55 (鴨狸趴趴),2 (集結向心力Ⅰ),Speciality,1000
55 (鴨狸趴趴),6 (經驗豐富Ⅰ),Speciality,600
55 (鴨狸趴趴),9 (依存後衛Ⅰ),Speciality,2100
55 (鴨狸趴趴),10 (前線小隊Ⅰ),Speciality,2100
55 (鴨狸趴趴),17 (楓湖畔Ⅰ),Speciality,4800
56 (鴨狸趴趴),2 (集結向心力Ⅰ),Speciality,1000
56 (鴨狸趴趴),6 (經驗豐富Ⅰ),Speciality,600
56 (鴨狸趴趴),9 (依存後衛Ⅰ),Speciality,2100
56 (鴨狸趴趴),10 (前線小隊Ⅰ),Speciality,2100
56 (鴨狸趴趴),17 (楓湖畔Ⅰ),Speciality,4800
57 (大嘴派克獸),9 (嘲諷),Skill,10000
58 (大嘴派克獸),7 (毒擊),Skill,10000
59 (大嘴派克獸),2 (集結向心力Ⅰ),Speciality,1000
59 (大嘴派克獸),5 (飛毛腿Ⅰ),Speciality,600
59 (大嘴派克獸),7 (依存前線Ⅰ),Speciality,2100
59 (大嘴派克獸),11 (中鋒小隊Ⅰ),Speciality,2100
59 (大嘴派克獸),16 (亞特拉斯Ⅰ),Speciality,4800
60 (大嘴派克獸),2 (集結向心力Ⅰ),Speciality,1000
60 (大嘴派克獸),5 (飛毛腿Ⅰ),Speciality,600
60 (大嘴派克獸),7 (依存前線Ⅰ),Speciality,2100
60 (大嘴派克獸),11 (中鋒小隊Ⅰ),Speciality,2100
60 (大嘴派克獸),16 (亞特拉斯Ⅰ),Speciality,4800
61 (強仔湖貍),7 (毒擊),Skill,10000
62 (強仔湖貍),5 (搬運),Skill,10000
63 (強仔湖貍),2 (集結向心力Ⅰ),Speciality,1000
63 (強仔湖貍),6 (經驗豐富Ⅰ),Speciality,600
63 (強仔湖貍),8 (依存中鋒Ⅰ),Speciality,2100
63 (強仔湖貍),12 (後衛小隊Ⅰ),Speciality,2100
63 (強仔湖貍),17 (楓湖畔Ⅰ),Speciality,4800
64 (強仔湖貍),2 (集結向心力Ⅰ),Speciality,1000
64 (強仔湖貍),6 (經驗豐富Ⅰ),Speciality,600
64 (強仔湖貍),8 (依存中鋒Ⅰ),Speciality,2100
64 (強仔湖貍),12 (後衛小隊Ⅰ),Speciality,2100
64 (強仔湖貍),17 (楓湖畔Ⅰ),Speciality,4800
65 (明仔湖貍),5 (搬運),Skill,10000
66 (明仔湖貍),1 (弱化),Skill,10000
67 (明仔湖貍),2 (集結向心力Ⅰ),Speciality,1000
67 (明仔湖貍),5 (飛毛腿Ⅰ),Speciality,600
67 (明仔湖貍),9 (依存後衛Ⅰ),Speciality,2100
67 (明仔湖貍),10 (前線小隊Ⅰ),Speciality,2100
67 (明仔湖貍),17 (楓湖畔Ⅰ),Speciality,4800
68 (明仔湖貍),2 (集結向心力Ⅰ),Speciality,1000
68 (明仔湖貍),5 (飛毛腿Ⅰ),Speciality,600
68 (明仔湖貍),9 (依存後衛Ⅰ),Speciality,2100
68 (明仔湖貍),10 (前線小隊Ⅰ),Speciality,2100
68 (明仔湖貍),17 (楓湖畔Ⅰ),Speciality,4800
69 (雄仔湖貍),1 (弱化),Skill,10000
70 (雄仔湖貍),2 (撕裂),Skill,10000
71 (雄仔湖貍),2 (集結向心力Ⅰ),Speciality,1000
71 (雄仔湖貍),6 (經驗豐富Ⅰ),Speciality,600
71 (雄仔湖貍),7 (依存前線Ⅰ),Speciality,2100
71 (雄仔湖貍),11 (中鋒小隊Ⅰ),Speciality,2100
71 (雄仔湖貍),17 (楓湖畔Ⅰ),Speciality,4800
72 (雄仔湖貍),20 (集結向心力Ⅱ),Speciality,1000
72 (雄仔湖貍),24 (經驗豐富Ⅱ),Speciality,600
72 (雄仔湖貍),25 (依存前線Ⅱ),Speciality,2100
72 (雄仔湖貍),29 (中鋒小隊Ⅱ),Speciality,2100
72 (雄仔湖貍),35 (楓湖畔Ⅱ),Speciality,4800
73 (蹦跳菇媽媽),2 (撕裂),Skill,10000
74 (蹦跳菇媽媽),7 (毒擊),Skill,10000
75 (蹦跳菇媽媽),2 (集結向心力Ⅰ),Speciality,1000
75 (蹦跳菇媽媽),5 (飛毛腿Ⅰ),Speciality,600
75 (蹦跳菇媽媽),8 (依存中鋒Ⅰ),Speciality,2100
75 (蹦跳菇媽媽),10 (前線小隊Ⅰ),Speciality,2100
75 (蹦跳菇媽媽),13 (晴空草原Ⅰ),Speciality,4800
75 (蹦跳菇媽媽),4 (學習迅速Ⅰ),Speciality,600
76 (蹦跳菇媽媽),20 (集結向心力Ⅱ),Speciality,1000
76 (蹦跳菇媽媽),23 (飛毛腿Ⅱ),Speciality,600
76 (蹦跳菇媽媽),26 (依存中鋒Ⅱ),Speciality,2100
76 (蹦跳菇媽媽),28 (前線小隊Ⅱ),Speciality,2100
76 (蹦跳菇媽媽),31 (晴空草原Ⅱ),Speciality,4800
76 (蹦跳菇媽媽),22 (學習迅速Ⅱ),Speciality,600
77 (壞栗),7 (毒擊),Skill,10000
78 (壞栗),3 (靈巧),Skill,10000
79 (壞栗),2 (集結向心力Ⅰ),Speciality,1000
79 (壞栗),6 (經驗豐富Ⅰ),Speciality,600
79 (壞栗),9 (依存後衛Ⅰ),Speciality,2100
79 (壞栗),10 (前線小隊Ⅰ),Speciality,2100
79 (壞栗),17 (楓湖畔Ⅰ),Speciality,4800
79 (壞栗),4 (學習迅速Ⅰ),Speciality,600
80 (壞栗),2 (集結向心力Ⅰ),Speciality,1000
80 (壞栗),6 (經驗豐富Ⅰ),Speciality,600
80 (壞栗),9 (依存後衛Ⅰ),Speciality,2100
80 (壞栗),10 (前線小隊Ⅰ),Speciality,2100
80 (壞栗),17 (楓湖畔Ⅰ),Speciality,4800
80 (壞栗),4 (學習迅速Ⅰ),Speciality,600
81 (卡塔獸),3 (靈巧),Skill,10000
82 (卡塔獸),9 (嘲諷),Skill,10000
83 (卡塔獸),2 (集結向心力Ⅰ),Speciality,1000
83 (卡塔獸),5 (飛毛腿Ⅰ),Speciality,600
83 (卡塔獸),7 (依存前線Ⅰ),Speciality,2100
83 (卡塔獸),11 (中鋒小隊Ⅰ),Speciality,2100
83 (卡塔獸),18 (彭列瓦Ⅰ),Speciality,4800
83 (卡塔獸),4 (學習迅速Ⅰ),Speciality,600
84 (卡塔獸),20 (集結向心力Ⅱ),Speciality,1000
84 (卡塔獸),23 (飛毛腿Ⅱ),Speciality,600
84 (卡塔獸),25 (依存前線Ⅱ),Speciality,2100
84 (卡塔獸),29 (中鋒小隊Ⅱ),Speciality,2100
84 (卡塔獸),36 (彭列瓦Ⅱ),Speciality,4800
84 (卡塔獸),22 (學習迅速Ⅱ),Speciality,600
85 (飛天豬豬鯨),9 (嘲諷),Skill,10000
86 (飛天豬豬鯨),4 (再生),Skill,10000
87 (飛天豬豬鯨),2 (集結向心力Ⅰ),Speciality,1000
87 (飛天豬豬鯨),6 (經驗豐富Ⅰ),Speciality,600
87 (飛天豬豬鯨),8 (依存中鋒Ⅰ),Speciality,2100
87 (飛天豬豬鯨),12 (後衛小隊Ⅰ),Speciality,2100
87 (飛天豬豬鯨),4 (學習迅速Ⅰ),Speciality,600
88 (飛天豬豬鯨),2 (集結向心力Ⅰ),Speciality,1000
88 (飛天豬豬鯨),6 (經驗豐富Ⅰ),Speciality,600
88 (飛天豬豬鯨),8 (依存中鋒Ⅰ),Speciality,2100
88 (飛天豬豬鯨),12 (後衛小隊Ⅰ),Speciality,2100
88 (飛天豬豬鯨),4 (學習迅速Ⅰ),Speciality,600
89 (枯葉巨蚤),4 (再生),Skill,10000
90 (枯葉巨蚤),1 (弱化),Skill,10000
91 (枯葉巨蚤),2 (集結向心力Ⅰ),Speciality,1000
91 (枯葉巨蚤),5 (飛毛腿Ⅰ),Speciality,600
91 (枯葉巨蚤),9 (依存後衛Ⅰ),Speciality,2100
91 (枯葉巨蚤),10 (前線小隊Ⅰ),Speciality,2100
91 (枯葉巨蚤),4 (學習迅速Ⅰ),Speciality,600
92 (枯葉巨蚤),2 (集結向心力Ⅰ),Speciality,1000
92 (枯葉巨蚤),5 (飛毛腿Ⅰ),Speciality,600
92 (枯葉巨蚤),9 (依存後衛Ⅰ),Speciality,2100
92 (枯葉巨蚤),10 (前線小隊Ⅰ),Speciality,2100
92 (枯葉巨蚤),4 (學習迅速Ⅰ),Speciality,600
93 (紅球角鯨),1 (弱化),Skill,10000
94 (紅球角鯨),6 (搜索),Skill,10000
95 (紅球角鯨),2 (集結向心力Ⅰ),Speciality,1000
95 (紅球角鯨),6 (經驗豐富Ⅰ),Speciality,600
95 (紅球角鯨),7 (依存前線Ⅰ),Speciality,2100
95 (紅球角鯨),11 (中鋒小隊Ⅰ),Speciality,2100
95 (紅球角鯨),4 (學習迅速Ⅰ),Speciality,600
96 (紅球角鯨),2 (集結向心力Ⅰ),Speciality,1000
96 (紅球角鯨),6 (經驗豐富Ⅰ),Speciality,600
96 (紅球角鯨),7 (依存前線Ⅰ),Speciality,2100
96 (紅球角鯨),11 (中鋒小隊Ⅰ),Speciality,2100
96 (紅球角鯨),4 (學習迅速Ⅰ),Speciality,600
97 (虎斑銳耳猴),6 (搜索),Skill,10000
98 (虎斑銳耳猴),5 (搬運),Skill,10000
99 (虎斑銳耳猴),2 (集結向心力Ⅰ),Speciality,1000
99 (虎斑銳耳猴),5 (飛毛腿Ⅰ),Speciality,600
99 (虎斑銳耳猴),8 (依存中鋒Ⅰ),Speciality,2100
99 (虎斑銳耳猴),12 (後衛小隊Ⅰ),Speciality,2100
99 (虎斑銳耳猴),15 (啼林谷Ⅰ),Speciality,4800
99 (虎斑銳耳猴),4 (學習迅速Ⅰ),Speciality,600
100 (虎斑銳耳猴),20 (集結向心力Ⅱ),Speciality,1000
100 (虎斑銳耳猴),23 (飛毛腿Ⅱ),Speciality,600
100 (虎斑銳耳猴),26 (依存中鋒Ⅱ),Speciality,2100
100 (虎斑銳耳猴),30 (後衛小隊Ⅱ),Speciality,2100
100 (虎斑銳耳猴),33 (啼林谷Ⅱ),Speciality,4800
100 (虎斑銳耳猴),22 (學習迅速Ⅱ),Speciality,600
101 (草葉巨蚤),5 (搬運),Skill,10000
102 (草葉巨蚤),8 (暈眩),Skill,10000
103 (草葉巨蚤),2 (集結向心力Ⅰ),Speciality,1000
103 (草葉巨蚤),6 (經驗豐富Ⅰ),Speciality,600
103 (草葉巨蚤),9 (依存後衛Ⅰ),Speciality,2100
103 (草葉巨蚤),10 (前線小隊Ⅰ),Speciality,2100
103 (草葉巨蚤),4 (學習迅速Ⅰ),Speciality,600
104 (草葉巨蚤),2 (集結向心力Ⅰ),Speciality,1000
104 (草葉巨蚤),6 (經驗豐富Ⅰ),Speciality,600
104 (草葉巨蚤),9 (依存後衛Ⅰ),Speciality,2100
104 (草葉巨蚤),10 (前線小隊Ⅰ),Speciality,2100
104 (草葉巨蚤),4 (學習迅速Ⅰ),Speciality,600
105 (蛙鱷),8 (暈眩),Skill,10000
106 (蛙鱷),2 (撕裂),Skill,10000
107 (蛙鱷),2 (集結向心力Ⅰ),Speciality,1000
107 (蛙鱷),5 (飛毛腿Ⅰ),Speciality,600
107 (蛙鱷),7 (依存前線Ⅰ),Speciality,2100
107 (蛙鱷),11 (中鋒小隊Ⅰ),Speciality,2100
107 (蛙鱷),17 (楓湖畔Ⅰ),Speciality,4800
107 (蛙鱷),4 (學習迅速Ⅰ),Speciality,600
108 (蛙鱷),20 (集結向心力Ⅱ),Speciality,1000
108 (蛙鱷),23 (飛毛腿Ⅱ),Speciality,600
108 (蛙鱷),25 (依存前線Ⅱ),Speciality,2100
108 (蛙鱷),29 (中鋒小隊Ⅱ),Speciality,2100
108 (蛙鱷),35 (楓湖畔Ⅱ),Speciality,4800
108 (蛙鱷),22 (學習迅速Ⅱ),Speciality,600
109 (惡牙草),2 (撕裂),Skill,10000
110 (惡牙草),4 (再生),Skill,10000
111 (惡牙草),2 (集結向心力Ⅰ),Speciality,1000
111 (惡牙草),6 (經驗豐富Ⅰ),Speciality,600
111 (惡牙草),8 (依存中鋒Ⅰ),Speciality,2100
111 (惡牙草),12 (後衛小隊Ⅰ),Speciality,2100
111 (惡牙草),15 (啼林谷Ⅰ),Speciality,4800
111 (惡牙草),4 (學習迅速Ⅰ),Speciality,600
112 (惡牙草),2 (集結向心力Ⅰ),Speciality,1000
112 (惡牙草),6 (經驗豐富Ⅰ),Speciality,600
112 (惡牙草),8 (依存中鋒Ⅰ),Speciality,2100
112 (惡牙草),12 (後衛小隊Ⅰ),Speciality,2100
112 (惡牙草),15 (啼林谷Ⅰ),Speciality,4800
112 (惡牙草),4 (學習迅速Ⅰ),Speciality,600
113 (鐵鉗鋼盔),4 (再生),Skill,10000
114 (鐵鉗鋼盔),8 (暈眩),Skill,10000
115 (鐵鉗鋼盔),2 (集結向心力Ⅰ),Speciality,1000
115 (鐵鉗鋼盔),5 (飛毛腿Ⅰ),Speciality,600
115 (鐵鉗鋼盔),9 (依存後衛Ⅰ),Speciality,2100
115 (鐵鉗鋼盔),10 (前線小隊Ⅰ),Speciality,2100
115 (鐵鉗鋼盔),14 (圖騰塔夫Ⅰ),Speciality,4800
115 (鐵鉗鋼盔),4 (學習迅速Ⅰ),Speciality,600
116 (鐵鉗鋼盔),20 (集結向心力Ⅱ),Speciality,1000
116 (鐵鉗鋼盔),23 (飛毛腿Ⅱ),Speciality,600
116 (鐵鉗鋼盔),27 (依存後衛Ⅱ),Speciality,2100
116 (鐵鉗鋼盔),28 (前線小隊Ⅱ),Speciality,2100
116 (鐵鉗鋼盔),32 (圖騰塔夫Ⅱ),Speciality,4800
116 (鐵鉗鋼盔),22 (學習迅速Ⅱ),Speciality,600
117 (壞蛋),8 (暈眩),Skill,10000
118 (壞蛋),7 (毒擊),Skill,10000
119 (壞蛋),2 (集結向心力Ⅰ),Speciality,1000
119 (壞蛋),6 (經驗豐富Ⅰ),Speciality,600
119 (壞蛋),7 (依存前線Ⅰ),Speciality,2100
119 (壞蛋),11 (中鋒小隊Ⅰ),Speciality,2100
119 (壞蛋),18 (彭列瓦Ⅰ),Speciality,4800
119 (壞蛋),4 (學習迅速Ⅰ),Speciality,600
120 (壞蛋),2 (集結向心力Ⅰ),Speciality,1000
120 (壞蛋),6 (經驗豐富Ⅰ),Speciality,600
120 (壞蛋),7 (依存前線Ⅰ),Speciality,2100
120 (壞蛋),11 (中鋒小隊Ⅰ),Speciality,2100
120 (壞蛋),18 (彭列瓦Ⅰ),Speciality,4800
120 (壞蛋),4 (學習迅速Ⅰ),Speciality,600
121 (嗜血軟泥怪),7 (毒擊),Skill,10000
122 (嗜血軟泥怪),1 (弱化),Skill,10000
123 (嗜血軟泥怪),2 (集結向心力Ⅰ),Speciality,1000
123 (嗜血軟泥怪),5 (飛毛腿Ⅰ),Speciality,600
123 (嗜血軟泥怪),8 (依存中鋒Ⅰ),Speciality,2100
123 (嗜血軟泥怪),12 (後衛小隊Ⅰ),Speciality,2100
123 (嗜血軟泥怪),4 (學習迅速Ⅰ),Speciality,600
124 (嗜血軟泥怪),2 (集結向心力Ⅰ),Speciality,1000
124 (嗜血軟泥怪),5 (飛毛腿Ⅰ),Speciality,600
124 (嗜血軟泥怪),8 (依存中鋒Ⅰ),Speciality,2100
124 (嗜血軟泥怪),12 (後衛小隊Ⅰ),Speciality,2100
124 (嗜血軟泥怪),4 (學習迅速Ⅰ),Speciality,600
125 (漂浮水母),1 (弱化),Skill,10000
126 (漂浮水母),6 (搜索),Skill,10000
127 (漂浮水母),2 (集結向心力Ⅰ),Speciality,1000
127 (漂浮水母),6 (經驗豐富Ⅰ),Speciality,600
127 (漂浮水母),9 (依存後衛Ⅰ),Speciality,2100
127 (漂浮水母),10 (前線小隊Ⅰ),Speciality,2100
127 (漂浮水母),16 (亞特拉斯Ⅰ),Speciality,4800
127 (漂浮水母),4 (學習迅速Ⅰ),Speciality,600
128 (漂浮水母),2 (集結向心力Ⅰ),Speciality,1000
128 (漂浮水母),6 (經驗豐富Ⅰ),Speciality,600
128 (漂浮水母),9 (依存後衛Ⅰ),Speciality,2100
128 (漂浮水母),10 (前線小隊Ⅰ),Speciality,2100
128 (漂浮水母),16 (亞特拉斯Ⅰ),Speciality,4800
128 (漂浮水母),4 (學習迅速Ⅰ),Speciality,600
129 (脫毛棉花鼠),6 (搜索),Skill,10000
130 (脫毛棉花鼠),3 (靈巧),Skill,10000
131 (脫毛棉花鼠),2 (集結向心力Ⅰ),Speciality,1000
131 (脫毛棉花鼠),5 (飛毛腿Ⅰ),Speciality,600
131 (脫毛棉花鼠),7 (依存前線Ⅰ),Speciality,2100
131 (脫毛棉花鼠),11 (中鋒小隊Ⅰ),Speciality,2100
131 (脫毛棉花鼠),16 (亞特拉斯Ⅰ),Speciality,4800
131 (脫毛棉花鼠),4 (學習迅速Ⅰ),Speciality,600
132 (脫毛棉花鼠),2 (集結向心力Ⅰ),Speciality,1000
132 (脫毛棉花鼠),5 (飛毛腿Ⅰ),Speciality,600
132 (脫毛棉花鼠),7 (依存前線Ⅰ),Speciality,2100
132 (脫毛棉花鼠),11 (中鋒小隊Ⅰ),Speciality,2100
132 (脫毛棉花鼠),16 (亞特拉斯Ⅰ),Speciality,4800
132 (脫毛棉花鼠),4 (學習迅速Ⅰ),Speciality,600
133 (棉花鼠),3 (靈巧),Skill,10000
134 (棉花鼠),9 (嘲諷),Skill,10000
135 (棉花鼠),2 (集結向心力Ⅰ),Speciality,1000
135 (棉花鼠),6 (經驗豐富Ⅰ),Speciality,600
135 (棉花鼠),8 (依存中鋒Ⅰ),Speciality,2100
